-1	0	-10	0.00319761245	0	0
-0.98	0	-9.8	0.00319761245	0.05	0
-0.96	0	-9.6	0.00266467704	0.1	0
-0.94	0	-9.4	0.00373054786	0.15	0
-0.92	0	-9.2	0.00266467704	0.2	0
-0.9	0	-9	0.00106587082	0.25	0
-0.88	0	-8.8	0.0063952249	0.3	0
-0.86	0	-8.6	0.00479641867	0.35	0
-0.84	0	-8.4	0.00319761245	0.4	0
-0.82	0	-8.2	0.00586228949	0.45	0
-0.8	0	-8	0.00373054786	0.5	0
-0.78	0	-7.8	0.00213174163	0.55	0
-0.76	0	-7.6	0.00266467704	0.6	0
-0.74	0	-7.4	0.00532935408	0.65	0.012
-0.72	0	-7.2	0.00746109572	0.7	0.054
-0.7	0	-7	0.00799403112	0.75	0.252
-0.68	0	-6.8	0.00692816031	0.8	0.926
-0.66	0	-6.6	0.00799403112	0.85	1.998
-0.64	0	-6.4	0.00799403112	0.9	3.188
-0.62	0	-6.2	0.00852696653	0.95	4.02
-0.6	0	-6	0.0106587082	1	3.8
-0.58	0	-5.8	0.00852696653	1.05	2.812
-0.56	0	-5.6	0.00905990194	1.1	1.67
-0.54	0	-5.4	0.014389256	1.15	0.832
-0.52	0	-5.2	0.0165209977	1.2	0.298
-0.5	0	-5	0.0149221914	1.25	0.082
-0.48	0	-4.8	0.0197186101	1.3	0.046
-0.46	0	-4.6	0.0175868685	1.35	0.01
-0.44	0	-4.4	0.0111916436	1.4	0
-0.42	0	-4.2	0.0197186101	1.45	0
-0.4	0	-4	0.0186527393	1.5	0
-0.38	0	-3.8	0.026113835	1.55	0
-0.36	0	-3.6	0.0271797058	1.6	0
-0.34	0	-3.4	0.0298443829	1.65	0
-0.32	0	-3.2	0.0250479642	1.7	0
-0.3	0	-3	0.0357066724	1.75	0
-0.28	0	-2.8	0.0383713494	1.8	0
-0.26	0	-2.6	0.0511617992	1.85	0
-0.24	0.015	-2.4	0.0511617992	1.9	0
-0.22	0	-2.2	0.05222767	1.95	0
-0.2	0.02	-2	0.0623534428	2	0
-0.18	0.1	-1.8	0.0953954381	2.05	0
-0.16	0.3	-1.6	0.116712854	2.1	0
-0.14	0.545	-1.4	0.116712854	2.15	0
-0.12	1.215	-1.2	0.155084204	2.2	0
-0.1	1.97	-1	0.216904711	2.25	0
-0.08	3.36	-0.8	0.24141974	2.3	0
-0.06	4.865	-0.6	0.260072479	2.35	0
-0.04	5.885	-0.4	0.308036666	2.4	0
-0.02	6.6	-0.2	0.337348113	2.45	0
0	6.78	0	0.330419953	2.5	0
0.02	6.165	0.2	0.301641441	2.55	0
0.04	4.62	0.4	0.269132381	2.6	0
0.06	3.3	0.6	0.243018546	2.65	0
0.08	2.18	0.8	0.191856747	2.7	0
0.1	1.16	1	0.139096142	2.75	0
0.12	0.555	1.2	0.125772756	2.8	0
0.14	0.235	1.4	0.102323598	2.85	0
0.16	0.07	1.6	0.0884672778	2.9	0
0.18	0.035	1.8	0.0772756342	2.95	0
0.2	0.015	2	0.0618205074	3	0
0.22	0	2.2	0.0607546365	3.05	0
0.24	0.005	2.4	0.0468983159	3.1	0
0.26	0.005	2.6	0.0357066724	3.15	0
0.28	0	2.8	0.0309102537	3.2	0
0.3	0	3	0.0341078661	3.25	0
0.32	0	3.2	0.0293114475	3.3	0
0.34	0	3.4	0.0239820934	3.35	0
0.36	0	3.6	0.026113835	3.4	0
0.38	0	3.8	0.026113835	3.45	0
0.4	0	4	0.0218503517	3.5	0
0.42	0	4.2	0.0175868685	3.55	0
0.44	0	4.4	0.0159880622	3.6	0
0.46	0	4.6	0.0170539331	3.65	0
0.48	0	4.8	0.014389256	3.7	0
0.5	0	5	0.011724579	3.75	0
0.52	0	5.2	0.00799403112	3.8	0
0.54	0	5.4	0.00905990194	3.85	0
0.56	0	5.6	0.0063952249	3.9	0
0.58	0	5.8	0.00852696653	3.95	0
0.6	0	6	0.00905990194	4	0
0.62	0	6.2	0.0106587082	4.05	0
0.64	0	6.4	0.00426348327	4.1	0
0.66	0	6.6	0.0063952249	4.15	0
0.68	0	6.8	0.00532935408	4.2	0
0.7	0	7	0.00905990194	4.25	0
0.72	0	7.2	0.0063952249	4.3	0
0.74	0	7.4	0.00532935408	4.35	0
0.76	0	7.6	0.00586228949	4.4	0
0.78	0	7.8	0.00692816031	4.45	0
0.8	0	8	0.00692816031	4.5	0
0.82	0	8.2	0.0063952249	4.55	0
0.84	0	8.4	0.0063952249	4.6	0
0.86	0	8.6	0.00479641867	4.65	0
0.88	0	8.8	0.00479641867	4.7	0
0.9	0	9	0.00373054786	4.75	0
0.92	0	9.2	0.00319761245	4.8	0
0.94	0	9.4	0.00852696653	4.85	0
0.96	0	9.6	0.00266467704	4.9	0
0.98	0	9.8	0.00266467704	4.95	0
