-1	0	-10	0.00106963312	0	0
-0.98	0	-9.8	0.0064177987	0.05	0
-0.96	0	-9.6	0.00320889935	0.1	0.002
-0.94	0	-9.4	0.00427853246	0.15	0
-0.92	0	-9.2	0.00588298214	0.2	0.002
-0.9	0	-9	0.00374371591	0.25	0.012
-0.88	0	-8.8	0.00374371591	0.3	0.058
-0.86	0	-8.6	0.00320889935	0.35	0.13
-0.84	0	-8.4	0.00481334902	0.4	0.138
-0.82	0	-8.2	0.00534816558	0.45	0.274
-0.8	0	-8	0.00481334902	0.5	0.43
-0.78	0	-7.8	0.00534816558	0.55	0.564
-0.76	0	-7.6	0.00748743181	0.6	0.728
-0.74	0	-7.4	0.00748743181	0.65	0.938
-0.72	0	-7.2	0.00962669804	0.7	1.046
-0.7	0	-7	0.00909188148	0.75	1.272
-0.68	0.005	-6.8	0.0101615146	0.8	1.306
-0.66	0	-6.6	0.00588298214	0.85	1.272
-0.64	0	-6.4	0.00855706493	0.9	1.318
-0.62	0.01	-6.2	0.00588298214	0.95	1.252
-0.6	0.025	-6	0.00748743181	1	1.25
-0.58	0.03	-5.8	0.0133704139	1.05	1.14
-0.56	0.03	-5.6	0.00909188148	1.1	0.972
-0.54	0.025	-5.4	0.0123007808	1.15	0.91
-0.52	0.025	-5.2	0.0112311477	1.2	0.828
-0.5	0.075	-5	0.0149748636	1.25	0.78
-0.48	0.09	-4.8	0.0133704139	1.3	0.646
-0.46	0.03	-4.6	0.0160444967	1.35	0.516
-0.44	0.15	-4.4	0.0224622954	1.4	0.46
-0.42	0.17	-4.2	0.0208578458	1.45	0.34
-0.4	0.175	-4	0.0203230292	1.5	0.274
-0.38	0.28	-3.8	0.0213926623	1.55	0.26
-0.36	0.39	-3.6	0.0187185795	1.6	0.202
-0.34	0.49	-3.4	0.022997112	1.65	0.162
-0.32	0.525	-3.2	0.0315541769	1.7	0.094
-0.3	0.77	-3	0.0342282597	1.75	0.11
-0.28	0.71	-2.8	0.0475986737	1.8	0.092
-0.26	0.835	-2.6	0.0470638571	1.85	0.066
-0.24	0.98	-2.4	0.0465290405	1.9	0.046
-0.22	1.05	-2.2	0.0524120227	1.95	0.028
-0.2	1.33	-2	0.0722002353	2	0.02
-0.18	1.415	-1.8	0.0866402824	2.05	0.014
-0.16	1.58	-1.6	0.113915927	2.1	0.008
-0.14	1.71	-1.4	0.119264092	2.15	0.006
-0.12	1.89	-1.2	0.154027169	2.2	0
-0.1	2.02	-1	0.179698363	2.25	0.01
-0.08	1.88	-0.8	0.220344422	2.3	0.006
-0.06	2.035	-0.6	0.264734196	2.35	0.004
-0.04	2.005	-0.4	0.321424751	2.4	0.006
-0.02	2.12	-0.2	0.336399615	2.45	0.002
0	2.22	0	0.338004065	2.5	0.002
0.02	2.22	0.2	0.300566906	2.55	0
0.04	1.985	0.4	0.258316397	2.6	0
0.06	1.965	0.6	0.232110386	2.65	0.002
0.08	2.06	0.8	0.187720612	2.7	0.002
0.1	1.84	1	0.168467216	2.75	0
0.12	1.635	1.2	0.144935287	2.8	0
0.14	1.635	1.4	0.112311477	2.85	0
0.16	1.46	1.6	0.0796876671	2.9	0
0.18	1.29	1.8	0.0743395016	2.95	0
0.2	1.175	2	0.0679217029	3	0
0.22	0.99	2.2	0.0615039042	3.05	0
0.24	0.89	2.4	0.0545512889	3.1	0
0.26	0.655	2.6	0.0518772061	3.15	0
0.28	0.545	2.8	0.0315541769	3.2	0
0.3	0.52	3	0.03262381	3.25	0
0.32	0.49	3.2	0.0283452776	3.3	0
0.34	0.355	3.4	0.0235319285	3.35	0
0.36	0.28	3.6	0.0272756445	3.4	0
0.38	0.26	3.8	0.0224622954	3.45	0
0.4	0.19	4	0.0197882126	3.5	0
0.42	0.13	4.2	0.018183763	3.55	0
0.44	0.115	4.4	0.0139052305	3.6	0
0.46	0.04	4.6	0.0139052305	3.65	0
0.48	0.065	4.8	0.0203230292	3.7	0
0.5	0.04	5	0.00855706493	3.75	0
0.52	0.03	5.2	0.00855706493	3.8	0
0.54	0.025	5.4	0.0144400471	3.85	0
0.56	0.015	5.6	0.00748743181	3.9	0
0.58	0.005	5.8	0.0064177987	3.95	0
0.6	0.01	6	0.0112311477	4	0
0.62	0.005	6.2	0.00748743181	4.05	0
0.64	0	6.4	0.00534816558	4.1	0
0.66	0	6.6	0.00695261525	4.15	0
0.68	0.005	6.8	0.00962669804	4.2	0
0.7	0	7	0.00534816558	4.25	0
0.72	0	7.2	0.0064177987	4.3	0
0.74	0	7.4	0.00481334902	4.35	0
0.76	0	7.6	0.00748743181	4.4	0
0.78	0	7.8	0.00534816558	4.45	0
0.8	0	8	0.00481334902	4.5	0
0.82	0	8.2	0.00427853246	4.55	0
0.84	0	8.4	0.00374371591	4.6	0
0.86	0	8.6	0.00320889935	4.65	0
0.88	0	8.8	0.00320889935	4.7	0
0.9	0	9	0.00106963312	4.75	0
0.92	0	9.2	0.00374371591	4.8	0
0.94	0	9.4	0.00267408279	4.85	0
0.96	0	9.6	0.00374371591	4.9	0
0.98	0	9.8	0.00106963312	4.95	0
