-1	0.505	-10	0.00747304366	0	0.984101429
-0.98	0.575	-9.8	0.00106757767	0.05	0.990138861
-0.96	0.505	-9.6	0.00533788833	0.1	0.881465084
-0.94	0.495	-9.4	0.00427031067	0.15	0.855302878
-0.92	0.495	-9.2	0.00213515533	0.2	0.839203059
-0.9	0.52	-9	0.0048040995	0.25	0.714429463
-0.88	0.47	-8.8	0.0048040995	0.3	0.60978064
-0.86	0.475	-8.6	0.00373652183	0.35	0.714429463
-0.84	0.49	-8.4	0.00747304366	0.4	0.643992755
-0.82	0.545	-8.2	0.00427031067	0.45	0.621855504
-0.8	0.545	-8	0.00373652183	0.5	0.583618434
-0.78	0.49	-7.8	0.00427031067	0.55	0.557456229
-0.76	0.48	-7.6	0.00907441016	0.6	0.549406319
-0.74	0.5	-7.4	0.006405466	0.65	0.527269068
-0.72	0.445	-7.2	0.00693925483	0.7	0.50311934
-0.7	0.5	-7	0.0048040995	0.75	0.438720064
-0.68	0.545	-6.8	0.00533788833	0.8	0.525256591
-0.66	0.515	-6.6	0.0080068325	0.85	0.404507949
-0.64	0.485	-6.4	0.00854062133	0.9	0.382370698
-0.62	0.44	-6.2	0.009608199	0.95	0.410545381
-0.6	0.48	-6	0.009608199	1	0.350171061
-0.58	0.52	-5.8	0.00747304366	1.05	0.356208493
-0.56	0.45	-5.6	0.0106757767	1.1	0.344133628
-0.54	0.545	-5.4	0.0133447208	1.15	0.297846649
-0.52	0.505	-5.2	0.012810932	1.2	0.28174683
-0.5	0.57	-5	0.00854062133	1.25	0.311933991
-0.48	0.43	-4.8	0.0133447208	1.3	0.277721876
-0.46	0.445	-4.6	0.0202839757	1.35	0.22137251
-0.44	0.445	-4.4	0.012810932	1.4	0.235459851
-0.42	0.42	-4.2	0.0272232305	1.45	0.193197827
-0.4	0.615	-4	0.0208177645	1.5	0.199235259
-0.38	0.5	-3.8	0.0240204975	1.55	0.209297645
-0.36	0.52	-3.6	0.022419131	1.6	0.22137251
-0.34	0.51	-3.4	0.0261556528	1.65	0.197222781
-0.32	0.42	-3.2	0.0293583858	1.7	0.171060576
-0.3	0.475	-3	0.0443044732	1.75	0.163010666
-0.28	0.48	-2.8	0.038432796	1.8	0.197222781
-0.26	0.385	-2.6	0.0539126721	1.85	0.134835983
-0.24	0.47	-2.4	0.0501761503	1.9	0.108673777
-0.22	0.55	-2.2	0.0635208711	1.95	0.142885893
-0.2	0.46	-2	0.083271058	2	0.14489837
-0.18	0.515	-1.8	0.0859400021	2.05	0.146910847
-0.16	0.54	-1.6	0.107291555	2.1	0.112698732
-0.14	0.54	-1.4	0.122771432	2.15	0.120748642
-0.12	0.455	-1.2	0.145724351	2.2	0.116723687
-0.1	0.515	-1	0.181488203	2.25	0.138860938
-0.08	0.51	-0.8	0.230062987	2.3	0.0945864359
-0.06	0.455	-0.6	0.291982492	2.35	0.0986113906
-0.04	0.53	-0.4	0.316002989	2.4	0.0603743208
-0.02	0.545	-0.2	0.319205722	2.45	0.0704367076
0	0.435	0	0.330415288	2.5	0.0945864359
0.02	0.56	0.2	0.332016654	2.55	0.0865365265
0.04	0.525	0.4	0.260488951	2.6	0.0845240491
